sno,text,Emotion
383,i must say that the initial splash was not too bad but after a few strokes you could feel the cold getting into your bones,neutral
384,i woke up today feeling pissed off,neutral
385,i went in there feeling a little hostile because it felt like they didnt really care about me,neutral
386,i just feel distressed i dont know why though but i do,neutral
387,ive been feeling so anxious and nauseous and tired but also so elated that some nights its all i can do to crawl into bed,neutral
388,i experience all my normal moods feel annoyed when my year old whines or my baby wants to be held while im making dinner but i no longer feel consumed by these emotions,neutral
389,i get the feeling that the rest of yall are a little appalled about it,neutral
390,i feel so hated and useless sometimes i even ask myself why havent i killed myself yet,hate
391,i feel extremely insulted,neutral
392,i drove home i was aware of feeling not like myself and then she called to ask if i was ok,neutral
393,i have been conveniently uninformed of the specifics of the situation i am left feeling helpless and wanting more than ever to get away,neutral
394,i am feeling quite pleased with myself as this was something id never done before,relief
395,i feel that this was their mistake and they are just being rude,neutral
396,ive played fps games and each time ive left feeling like it was an mentally emotionally dangerous thing to do that i had to switch off an important part of my brain just to play it,neutral
397,i feel if you re learning about your purpose and the workings of this universe and continue to evolve and transcend you will be productive and such along the journey,neutral
398,i continued on my way despite feeling a bit strange with my flexy new shoes and sweat soaked back,neutral
399,i do find myself feeling anxious seeing what everyone else is doing and feeling that i am not up to part with my peers and or i am stagnate,neutral
400,i cannot help but feel a bit anxious on how this delivery will go hopefully another vbac if all goes as planned,neutral
401,i have this feeling of security about the characters i want to do if someone else gets the role i am afraid they will not do well,neutral
402,i am if i go back to the hostel for a break i feel anxious to get back out and see more and more take it all in,neutral
403,i also love seeing a star emerge and i feel like in a few years everyone is gonna know and i can be one of those people who says obnoxious things like bah,love
404,i am feeling a bit adventurous i put on red lipstick rouge artist and intense from make up for ever,neutral
405,i am this thing i have these feelings and i m not afraid to express them and to stand up for what i believe in,neutral
406,i also feel a little selfish when i get excited about hitting it off with our friends friends because it makes me feel victorious in our choices,enthusiasm
407,i want be there when she passed away or when she was not feeling good and same with my brother and other grandparents,neutral
408,i spent much of the morning feeling like an impostor or a visitor in someone elses life and uncertain what if anything i should do next,neutral
409,i feel petty for saying shes fucked up because technically she doesnt have to get me a gift,neutral
410,i feel you see there is always the possibility that someone might laugh or feel disgusted and it is easier for her too to express her feelings about a story and not about her boyfriend,neutral
411,i never feel brave and nor do i want to be as i believe that in order to be brave you have to make a conscious choice as to whether you want to be brave or not,neutral
412,im feeling a bit apprehensive about it as i dont know if my little note cards will stand out from the mass of talent on etsy,neutral
413,i feel like ya allah im scared puff it was fun man then id an idea,fun
414,i feel like that leaves me as the artistic equivalent of the crack between couch cushions,neutral
415,i start feeling anxious again,neutral
416,i will probably just be lazy and lounge around the house and possibly go down to the pool depends how im feeling and what i can be bothered to do its my last day off before i go back to work so yeah,neutral
417,i know that tenge will get me to and from almost anywhere so if i am feeling impatient i offer more,neutral
418,i overhear the victory tune on some geeks ringtone i feel triumphant,neutral
419,i dont even know how to express how it made me feel these kids were so appreciative of the fact that we were coming there and it was very heavy to think that maybe our music gave them a little something to grasp on to,neutral
420,i ended up changing my clothes and laying in bed with my eyes closed for the next hour and eventually i started to feel better,neutral
421,i did feel like the people there were appreciative of what they had and many had happiness in that pinnacle way that is non materialistic,neutral
422,i had been feeling was all my fault that i had wronged her and caused her to abandon me,neutral
423,i remember feeling as innocent as she looked that day,neutral
424,i find im barely breathing and feel a little frantic,neutral
425,i can feel their afraid,neutral
426,im happy to report that i didnt feel that angered urge to smack olivia today the way ive felt it before,happiness
427,i have done music and movie production in the last four years and i feel its time i do fashion which im very passionate about,neutral
428,i feel like a distracted robot,neutral
429,i feel it is worthwhile to document it for people who are not familiar with batch files,neutral
430,i feel more grounded and less fearful,neutral
431,i am not even sure how to formulate my thoughts since i just put it down and am feeling slightly overwhelmed,neutral
432,i now feel so determined to smash round and really give her something to be proud of,neutral
433,i feel like i am really grouchy and some days i get in moods where i feel like it is me against the world,neutral
434,im hesitant to make suggestions because i feel as if the outcome would not be sincere,neutral
435,im really feeling good,neutral
436,i had it in my head as it relates to the workplace because i had just been irritable to someone a tiny bit lower in status than myself in response to someone who is higher than me making me feel momentarily pressured,neutral
437,i began to feel very afraid of disappointment during the tour just because the rain and fog continued,neutral
438,i had felt kind of ick but just figured it was nerves or feeling anxious,neutral
439,i was feeling all resentful that id been given such a boring assignment and,neutral
440,im feeling bitchy on saturday,neutral
441,i may attempt a hair coloring session later if i m feeling brave crazy saturday nights over here,neutral
442,i have been working hard to shake these feelings because being popular or a genre novel or non literary fiction does not make a book any less legitimate or any less something to read and enjoy and analyze,happiness
443,i have to say however is that is is awfully difficult to feel glamorous and sensational in all this heat ash stench greasy hair and your basic post yeast infection mode,neutral
444,i drive home i feel like a petty thief having just stolen the exposures crudely stuck in my camera from the ancients,neutral
445,im not as mad and upset as i was on day but i feel scared now,neutral
446,i went back to work feeling agitated and lazy which transformed into this state where i just yelled i dont know,neutral
447,i wish i could say fuck you to people who make me feel insecure for ever to have existed,neutral
448,i thought i hope our vanquished england failures are watching this and feeling very envious and determined to do everything to improve and maybe one day do something similar before i die,neutral
449,i might go get a car wash if i am feeling really generous my car needs it,neutral
450,i was feeling apprehensive about my life as a student i felt like i couldnt succeed wouldnt succeed could never succeed,neutral
451,i feel that i no longer have to do things to look cool,neutral
452,i should somehow feel hesitant about that,neutral
453,i just feel really irritable and everything drives me insane,neutral
454,i am not feeling well or grouchy or lazy ill sometimes forego my bed in favor of our futon couch for a little shut eye,neutral
455,i feel less bitchy in the morning,neutral
456,i feel like i got resentful and tired and i just wanted to talk to him so badly,neutral
457,when my relatives and i were in a car going slowly on a frozen road,neutral
458,i forgive myself for accepting and allowing myself to feel uncertain about my application within this i reveal that i feel uncertain within myself,neutral
459,i aware and concerned for everyone will give attention not only marriages and deaths but also with equal seriousness to the elderly woman who feels helpless because she does not know which oven to buy,worry
460,when in a car accident where car was total wipe off wipe out,neutral
461,i feel that each point is equally important than each,neutral
462,i feel that i am getting more and more timid these days,neutral
463,im feeling agitated again the usual evening mood that is becoming the norm,neutral
464,i could feel its warmth in the strange stillness and it comforted me,relief
465,i do at times feel a bit strange with my mom ushering her about as though shes her traumatic brain injury is really doing a toll on her mental and physical capacities,neutral
466,i have that spring fling feeling again and like a flower unfurling my artistic soul is ready for some sunshine,neutral
467,i feel it s acceptable for me to put forth little effort in today s post,neutral
468,i feel like ive been sooo distracted and i need to regain my focus again,neutral
469,i hurt and feel suspicious and definitely get angry,anger
470,i must confess im feeling a little overwhelmed,neutral
471,i just feel left out hated extra,hate
472,i feel that im fine without him,neutral
473,i feel like a paranoid annoyance when in reality she wouldve talked to anyone that way,neutral
474,i also feel it can be rude to see your family doctor out and about and approach them together with your ailments,neutral
475,i feel rediculous and petty and yet justified,neutral
476,i flung into my suitcase at the last minute didn t break on the crossing over or explode in the pressurized cabin so thus far i m feeling pretty splendid about things,neutral
477,i feel furious at myself for being so pathetic furious at her for various reasons,neutral
478,im feeling kinda shaky my mind is full of doubt good luck love you,love
479,i sometimes feel very vulnerable,neutral
480,i would feel lucky to call any of the materials and kits on your site mine they are just beautifully curated,neutral
481,i am not okay with feeling annoyed at myself and at life all the time,neutral
482,i empathize with the feeling of being dissatisfied not where i want to be but no i dont feel that way,neutral
483,i am feeling hostile enough that i even hate jim right now,hate
484,im feeling pissed and sad right now,sadness
485,i wasnt sure if i could be concerned when there were people around me feeling incredibly apprehensive some turning back while i may as well have been dancing up the cliff face,worry
486,i love running because i feel strong and powerful and totally in control,love
487,i alternated between wishing i would die and then feeling terrified that something would happen to me leaving my newborn son without a mother,neutral
488,i have been feeling conflicted on whether or not i as a follower of christ should celebrate the ever popular pagan originated modern day holidays,neutral
489,i do not like feeling unsure and uncertain,neutral
490,i lose interest in reading stories when i feel like the tension has been resolved which did happen a few times and yet i kept wanting to read more,neutral
491,i stare and feel utterly helpless,neutral
492,i feel selfish thinking this way but i feel so lonely at times,neutral
493,i feel happy now that i am enjoying the changes in my life and looking forward to the unknown good times that are yet to come autumn and winter are suddenly just new steps on the journey,happiness
494,i havent been measuring out food drinking nearly enough water tracking any fitness and overall i feel completely shaken and unfocused because i dont feel like my foundation is steady at the moment,neutral
495,i admit that in the past ive done a lot of time scoffing and feeling superior to christians,neutral
496,i feel this strategy is worthwhile,neutral
497,i feel i had benefited more from last year s creative futures but could this be in part that the information i had learnt last year i was already putting into practice and therefore this year s sessions were what i was already doing rather than inspiring me to start,neutral
498,i feel as if this opportunity to return to moz is gods gracious gracious way of giving me that heat desire despite my own self doubt and uncertainty in the past,neutral
499,i am feeling the need to consolidate to step back and re evaluate the purpose of this blog other than providing a fabulous vicarious life for yall to live through my sarcasm does not always come across in print,neutral
500,i don t feel like there was a part before the race where i was stressed out,neutral
501,ive been feeling disgusted and ashamed,neutral
502,i don t just mean that the sensations we experience influence our moods i m not simply pointing out that say discomfort in our bodies makes us feel irritable,relief
503,im most afraid of i already feel slightly out of place at cru because while most of them will say they are my friend very few of them bothered to reach out and ask how things were going in australia,neutral
504,i am already feeling frantic,neutral
505,i feel as weird criticizing this game as much as i feel weird praising it,neutral
506,im feeling a little stressed out about it but i cant do much right now because im waiting for a couple of tax returns in the mail and a letter from jasons employer which is taking quite some time,neutral
507,i feel very comfortable with this decision,relief
508,i am feeling quite disorganised and distracted and i wish i could answer some of the questions i seem to be unable to block out or forget or answer with logical answers uuuugh,neutral
509,i am feeling remotely dignified tasteful or comfortable,relief
510,i can see or feel about it is the divine possibility of being with you away alone for one long golden day at last anywhere,neutral
511,heated discussion with spouse concerning new house,worry
512,i can t imagine a real life scenario where i would be emotionally connected enough with someone to feel totally accepted and safe where it it morally acceptable for me to have close and prolonged physical contact and where sex won t be expected subsequently,neutral
513,i feel that popular bloggers dont post with freedom anymore there will always be part control rare exception is the blog love aesthetics,love
514,i can never fall in love with anyone because my feelings make me too dangerous,love
515,i have written i don t know why this would make me feel shy,neutral
516,i am still numb i question everything about what i feel and terrified to trust all my feelings,neutral
517,i have to admit i feel shaken up,neutral
518,i feel scared and worthless when someone doesn t love me,love
519,i forgot to take my meds this morning and i am predictably feeling irritable but less predictably i have been sitting here all day thinking ima kill a bitch if i dont get my hands on a chocolate cupcake,neutral
520,i somehow feel terrified as though if i dare slow down or walk in place to catch my breath billy blanks will jump out of the screen and yell into my face with all his fierceness,neutral
521,i felt jealous when you i feel insecure when,neutral
522,i am months into the medication and i feel fantastic,neutral
523,i over think you think i really feel insecure,neutral
524,occured while preparing for a midterm in social welfare that i thought was going to be very hard and felt unprepared for,neutral
525,i was feeling energetic and strong,neutral
526,i just really need the money right now and i feel like some greedy nasty aunt for not wanting to hand everything over,neutral
527,i entered the temple feeling vaguely terrified,neutral
528,i feel like i was a rude ass hole at hookah,neutral
529,i do sometimes feel like im in this strange in between world,neutral
530,i never feel that popular,neutral
531,i am going to add some photos from today and again thank you all for your dear support when i was feeling overwhelmed at different moments,neutral
532,i am sure the pleasure of living in the open air with the sky for a roof and the ground for a table is part of the same feeling it is the savage returning to his wild and native habits,neutral
533,i feel this is doubtful,neutral
534,i get involved into a tale of good versus evil i want to feel afraid of the dark to a certain extent,neutral
535,i want to talk to you about but with the limited time we have on the phone and with our current arrangment i feel hesitant to bring it up,neutral
536,i am feeling it and it s really ok,neutral
537,im just feeling strangely indecisive and also because i dont really believe that,neutral
538,i feel like my very own very little barbie doll i get to decorate myself up i hated heels before but thats all i wear now,hate
539,i feel like the character precious,neutral
540,i admit that with all the thoughts that go through my head i feel doubtful at times coz im scared,neutral
541,i feel doubtful even when i am struggling a bit with my faith even when times seem dark or i feel alone i know that god is with me,neutral
542,i can not see friends and for the most part i feel like leaving my bedroom could be dangerous,neutral
543,i still feel that i expect pieces of the world from him but im afraid to come close and place those expectations upon him again in fear that hell disappoint me,neutral
544,i couldn t feel anything other than some strange tugging so i was relieved to say the least,neutral
545,ive had two shots of lupron and im feeling fine,neutral
546,im already not feeling terrific,neutral
547,i worked today on writing and making sure the rest of the house was as perfect as i could make it to feel our own peaceful sense of order pm linda writing always makes you feel better and accomplished too,neutral
548,i rarely feel hesitant to say something sometimes even too much,neutral
549,i feel like affirmation however petty is what i really need,neutral
550,i dont know what it is but i have been feeling less paranoid,neutral
551,i want to feel and maybe something i am feeling convinced myself of the nvm state of mind i am in after due deliberations,neutral
552,i hate feeling so indecisive about things because i keep my emotions under lock and key,hate
553,i feel like the thing im most nervous about is having two kids,neutral
554,i feel any artist that puts forth a piece of work even ones i do not agree with should be respected even if it s just for the sake of them overcoming the shackles of our society s norms,neutral
555,i feel so blessed that i am able to leave there,neutral
556,i remember that beauty truly is in the eye of the beholder people see the beautiful compliment as a statement of how valuable they find that person and people don t want to kick someone when they are feeling vulnerable,neutral
557,i feel fearful,neutral
558,i set my mind to wanting a specific item needing it for a specific event or at a specific time i find ill end up spending more than i want to because i feel pressured by constraints,neutral
559,i have reason to wonder to be confused to feel angered to say youre selfish to say youre cold,neutral
560,im getting things done that i really need to and i feel good about it,neutral
561,im guessing with everyone standing there she was feeling timid about moving through the crowd again,neutral
562,i feel more resolved and less like smoking my lungs today are obviously not very happy with me,happiness
563,i would veer from feeling utterly terrified to utterly disorientated to utterly queasy,neutral
564,i was feeling a bit rebellious today,neutral
565,i feel so rich when i pass by you i see a penny,neutral
566,i know there are days in which you feel distracted,neutral
567,i feel energetic and fresh and the great things is my eye sight has improved a lot,neutral
568,i actually feel hopeful today,neutral
569,i didn t walk the whole distance just sampled four or five stretches but i came home feel charmed by the experience,neutral
570,i nodded proud of my decision to procure a pump feeling slightly smug,neutral
571,i cant help but feel a little jubilant as i walk through the arrivals gate,neutral
572,i hadnt read on a blog before and you guys i feel thrilled that i know you at all,neutral
573,i feel like being sociable anymore,neutral
574,i feel the market is in a somewhat dangerous position for traders who end up on the wrong side right now,neutral
575,i was feeling quite mellow and i wanted a soft easy look to wear with my beginning of a cold,neutral
576,i feel very passionate about a certain topic i love backing up my position with actual knowledge and facts instead of relying solely on opinions,love
577,i get changed i am feeling insecure,neutral
578,i am mostly feeling contentedly terrified about it all,happiness
579,im feeling rather inspired yet low i will enjoy my writing and even though i may be writing about morbid things i will find a way to make it interesting to read,happiness
580,i still feel annoyed and the older sd is always sick with something and i mean always,neutral
581,i have been feeling restless and not quite grounded,neutral
582,i feel rewarded and useful and valuable anyway,neutral
583,i was feeling so reluctant the whole day today the only thing that i feel like doing is just sticking my ass on the benches ground having heart to heart talks with my favs staring into space and nothing,neutral
584,i might feel a bit proud if i had one on my left wrist as this is a turbillion watch made in hong kong,neutral
585,i guess im just feeling a little rebellious,neutral
586,i have a very difficult time allowing people to do nice things for me without feeling either insulted or like i m in their debt,neutral
587,i feel indecisive on whether or not i feel the book huckleberry finn should be censored,neutral
588,im not too psyched about any of those stops but thats kind of a good thing because i wont feel pressured to go see and do everything there is to do and i can just hopefully relax and focus on making it fun for the kids which by extension makes it fun for me,fun
589,i hate that feeling when im about to do something then i get scared and almost turn around and walk away,hate
590,im so relieved and feel so much more like myself now that this is resolved this being almost nothing at all actually just some weird energy and i cant wait to be back at camp even though ill be hacking and coughing and spluttering all day long,neutral
591,i feel outraged about this type of thing,anger
592,i have begun to feel as though i have valuable contributions and insights to make within a network of professionals,neutral
593,im currently struggling with feeling offended at my drs office worried about my body and what the heck is wrong very seriously contemplating getting my tubes tied and then the normal everyday things that occupy our minds at any given time,neutral
594,i cant sleep and re read happy posts and i go past the one about picnic day and i get so happy im like james you make me so happy i love you and then repeat as soon as i feel jealous,love
595,i want to tell him how i feel how disgusted i am that he can hurt my husband the way he does and then just laugh about it how he treats his grandchildren how he treated my husbands mum and just scream at him to stop being such a selfish bastard because the world does not revolve around him,neutral
596,i want to be recless but im feeling so uptight put your mamma in a headlock baby and do it right whooooos got the crack whooooooooos got the crack whooooo s got the crack whos got the craaaaaaack,neutral
597,i feel not heartless because my heart hurts so i still feel it i feel so much pain,neutral
598,im feelin spiteful so well actually visit my house to watch rally finland,neutral
599,i couldnt get to sleep i was feeling quite irritable and restless and every time i was dropping off to sleep a mosquito would land on my face or squeal around my ear,neutral
600,i miss her so much every moment but now i feel like i miss her even more like she is as far away as she has ever been because i am so distracted,neutral
601,i still feel like i was somehow one of the family members horribly wronged by the tragic events that have transpired today,neutral
602,i feel like i cant take it anymore i told my boyfriend and he is furious,neutral
603,i hate feeling that im so indecisive,hate
604,i feel shy at the fact that i love these inanimate things,love
605,i wanted but knowing nothing about it i stepped into the candyland of make up looking haggard and left feeling radiant with a bag full of products of course,neutral
606,i am feeling a bit unsure about some of these im going to give it a try anyway,neutral
607,i feel they are sincere in wanting to resolve these grievances,neutral
608,i feel so weird about it,neutral
609,i am feeling very cranky this christmas,neutral
610,i could barely leave the house and i was feeling a lot of isolation and i hated the lack of control i had over my own life because everyone else i knew was moving on with theirs,hate
611,i would feel like a hypocrite supporting palin for any of those reasons,neutral
612,i feel a bit strange publishing these beautiful photos,neutral
613,im a huge fan of both london grammar and disclosure so in my eyes this is just a perfect collaboration and it definitely helps to make me feel creative,neutral
614,i feel like a mouse among men perpetually terrified,neutral
615,ive started to delve deep into myself and evaluate everything that has made me feel insecure or unworthy,neutral
616,i feel so agitated about this,neutral
617,i was in a really good mood at work and was feeling playful,neutral
618,i am feeling grouchy,neutral
619,i began to feel less anxious,neutral
620,a few monthe ago,neutral
621,i was getting motivated about losing weight and getting healthy and wearing that outfit and feeling fantastic,neutral
622,i cant explain how i truly feel but some words that encapsulate some of my me ness currently ecstatic happy bouncy relieved energised in a mood to dance wanting chocolate wanting to socialise right now smiley and about here i lose words that express but bah so emo,happiness
623,i feel so peaceful so i know i made the right decision,neutral
624,i am a bit out of my comfort zone too and im feeling a tad apprehensive,relief
625,i just do not feel uptight at all,neutral
626,i am back at home feeling irritable about that since ive been looking forward to the party all week,neutral
627,i scream every day and every night and no one hears and my face is starting to fall off and i feel anxious and frightened all the time and i don t think i know what anything means anymore,neutral
628,i feel jealous whenever it is in a relationship because i dont get to talk to it anymore,neutral
629,i stopped feeling intimidated when looking at a wod i guess that means i am learning how to find a right balance where to scale down and where to push harder,neutral
630,im not feeling outgoing and am in no mood to put the game face on and smooch,neutral
631,i just feel more resentful and tell myself it was better if i did not share with him,neutral
632,i found myself in the novel position of feeling a bit uncertain about the stock market rally,neutral
633,i just repeat it again and again until i feel myself become less afraid,neutral
634,i feel so ecstatic that i survived my comprehensive exams because i was never sure if i would survive not just pass but survive,neutral
635,i have really come up against some intense struggles since moving in here and i have to say i am very proud at the way we are giving each other the respect to feel however we need to feel mad stressed whatever and yet we still pull together to fix the issue,hate
636,i feel terribly helpless sometimes but even with the limited spiritual awareness that i have i am able to find the answers as i know the end is not the outcome of my decision i ll be able to move on readjust pick up the pieces re centre myself or enjoy my decision,happiness
637,i am also aware that there is no glamour in them and sometimes i just want to feel glamourous you know,neutral
638,there was joy in me when i heard that i was to take a course as a medical assistant,happiness
639,i feel i hate him like i have never ever hated anyone like that but i cant stop looking at his existing symbol,hate
640,i sometimes feel shy about my musical taste because some of it wanders towards what some might call techno slander,neutral
641,i feel talented sometimes,neutral
642,i was feeling even less splendid and had nothing that needed to be done all day so i decided to baby myself,neutral
643,im feeling particularly benevolent today,neutral
644,im not sure if what im feeling is so extremely vulnerable or now that i feel so depressed and sad,sadness
645,i feel festive,neutral
646,i just feel so disgusted with myself,neutral
647,i do feel a bit fearful that he might be feeling stressed to be drinking so much,neutral
648,i imagined its what zombies must feel like because each time i would wake up pissed,neutral
649,i feel about gift cards they re after thoughts and rude,neutral
650,i always get questions about blocking in my classes and its a topic i feel pretty passionately about as a knitter and as a teacher,neutral
651,i feel this way i withdraw become irritable,neutral
652,i like her a lot as a person but i cant help feeling less that what she is she has my dream jobs shes more sociable shes a combat trainer,neutral
653,i always feel pressured to socialize or i get eight missed calls and some texts from my host brother in the span of an hour,neutral
654,i was feeling pretty wimpy in it,neutral
655,i began to feel distressed and a feeling of sadness and a desire to kill myself,sadness
656,im more than ready to meet this little man but knowing that time is running out leaves me feeling a little apprehensive,neutral
657,i feel like how i m pissed that i have to spend an entire extra year in school because of stupid biochem,neutral
658,i cant believe this is the feeling i was so afraid of not disdain or hatred instead its just actual nothingness laced with a small dash of repulsion,neutral
659,i was having a horrible day and decided i would only feel better if i didnt have red hair anymore so i immedietly went to wal mart and found a box of hair color with the description soft dark brown,neutral
660,i feel like copying the handsome boy say yay so fun,fun
661,i don t whoop and holler unless there s a special occasion going on but i was feeling suitably jubilant and a tad proud so out came the somewhat constipated yhhhay,neutral
662,i feel irritated pissed even like when someone wakes me up at that moment when i m on the edge of falling into a deep slumber,neutral
663,i wouldn t feel as offended as i do now because the sign would be accurate,neutral
664,i feel a lot of positive intention behind it,neutral
665,i was feeling irate and extremely uncomfortable,relief
666,i go to my son s conference next week and i am already feeling nervous and apprehensive,neutral
667,i am living a joyful life and i feel this divine beings as part of my daily life,fun
668,i feel like we rushed through this weekend,neutral
669,im thinking of locking myself in my house until i manage to get it all organized but i have a feeling i may become as cranky and isolated as this dear friend a href http,neutral
670,i know like the recommendation function in modern web shops while it feels a little bit strange to see the product you ve just searched for in a web shop on a totally different site s advertising,fun
671,i feel petty even though the thoughts arent real fleshed out thoughts just these fluttering i should feel like this kind of thoughts,neutral
672,i feel but i m trying to be stubborn and ignorant at the same time so that i can keep going,neutral
673,i guess im feeling a bit vulnerable and looking for some input tonight,neutral
674,i feel less intimidated with her here to help,neutral
675,i leave his words feeling doubtful of the naight ever ending,neutral
676,im feeling very sarcastic today,neutral
677,i feel divine and strong,neutral
678,i don t want to feel dissatisfied i want to feel happy and fulfilled i don t want to feel i am lacking of something or nothing at all life would be so emptied,happiness
679,ive worn it once on its own with a little concealer and for the days im feeling brave but dont want to be pale then its perfect,neutral
680,i am feeling afraid cos he isnt answering me again,neutral
681,i asked him what was making him feel so fabulous and he said i m healthy my family is healthy and we live in a free country,neutral
682,i don t feel successful if that makes sense,neutral
683,i told im i didnt want him to feel uncomfortable,relief
684,i feel like a rebellious year old that stands in the doorway flicking the lights off and on in the depths of my spirit,neutral
685,i feel like you will be completely satisfied with the results,neutral
686,i wish i could open up to people not feel so terrified of reactions and opinions,neutral
687,im feeling hesitant to put much else into words,neutral
688,im feeling rebellious amp ive missed the last couple of ffs on twitter so i thought id share two blogs that ive been loving recently,neutral
689,i was going for a sort of handheld cam feel lol that i was just delighted,neutral
690,i keep seeing facebook updates of friends who get to go and i am feeling rather envious,neutral
691,i feel happy about myself hes the reason why i am where i am today,happiness
692,i would feel resentful toward patrick because i couldnt read avery her nightly books with just her and me,neutral
693,i have nothing but respect for not only jerry sloan but the utah jazz as a whole i feel wronged that we were forced to stomach this series,neutral
694,i got a bit caught up in the moment and forgot that at the core of the rude comments and silly songs were the real feelings of a beloved and brilliant comic actor and a very sweet and big hearted young woman,love
695,i feel poles are most useful in pairs all price and stats in this review are for two poles,neutral
696,we had come back from a programme and we were all three girls staying over at another girls placce one of them started passing very nasty and outright bitchy remarks at me it was brought on by a male colleagues compliments to me,neutral
697,i just feel as though somehow shes become less likeable,neutral
698,i feel have a fabulous birding weekend everyone,neutral
699,i feel like i ve been put in a bag and shaken up but otherwise ok,neutral
700,i feel like i have reached a plateau where im not buying as much as i use to and feeling more satisfied with my wardrobe and personal style,neutral
701,i feel carefree and weightless and yet worried and grounded all at the same time,neutral
702,i dont feel as carefree as i used to and this worrys me a tad,worry
703,i think his uniform and glove make him feel very important too,love
704,i am feeling slightly apprehensive about tomorrow s crim exam that has a hefty weighting of but not to the point where i am sweating buckets or reaching for the razor blades,neutral
705,i would constantly feel agitated,neutral
706,i hate to feel threatened totally,hate
707,i feel very annoyed with this kind of people who comment and try to be so philosophy on their religion,neutral
708,i feel like a vile traitor even saying such a thing but its the truth,neutral
709,i can t imagine that it is a newly developed tendency and the realization that i have made things so much harder on myself over the years leaves me feeling mad at myself,neutral
710,ive gone for my k training or a swim then i feel energised and be productive like actually cleaning my room,neutral
711,i understand that students must pass the mcas and fulfill other tasks but as idealized in freedom writers students will respond better learn and understand faster if they feel respected and valued and if they are excited about their education,enthusiasm
712,i feel so welcomed,neutral
713,i feel everything around me is fucked everyone around me is falling to pieces,neutral
714,i can feel myself slowly uncoiling from the fearful place inside and enjoying the time as i hope he can enjoy it and starting to actually swim around a bit rather than just walk in the water,happiness
715,im feeling paranoid already,neutral
716,ive got all those books and i feel reluctant to sell them,neutral
717,i am feeling generous so you can pick any reason you like but make sure you take your wise mothers advice so i dont feel the need to drag all this to court,neutral
718,i write him when something big has happened like a fun trip or milestone and other times i just write him to tell him how im feeling about his sweet baby snuggles or growing personality,fun
719,i feel a little bit weird,neutral
720,i posed in cutesy vintage ways all the time feeling absolutely freaking fabulous,neutral
721,id feel better,neutral
722,i do feel a little confused about my reproductive future do i want another baby deep down,neutral
723,i acted like a little girl by acting cute towards you asking if you wanna share a diary with me amp you said youre still feeling pissed and you want me to stop adding the problems and make things hard for us,neutral
724,i am left feeling unsure and confused,neutral
725,i know you do but i m feeling impatient cause i asked you a question in mine and i m waiting for an answer,neutral
726,i am thinking about md who was there for me through my teen years offering guidance and support and making me feel special making me feel like i matter,neutral
727,i feel like im tortured like years ago,neutral
728,i get the feeling shes amused by all of this,neutral
729,i feeling distressed,neutral
730,i need to move past the grief and maybe even feel angry,anger
731,i feel privileged to have narrated erik princes autobiography civilian warriors the inside story of blackwater and the unsung heroes of the war on terror which will be released this monday nov th,relief
732,i can get away these days with the gag line when i feel like being sarcastic that i feel sorry for anyone who wasn t fortunate enough to be born mexican,neutral
733,i am sure everyone of us felt that feeling at least once while some of us might get agitated easily,neutral
734,i don t feel greedy of worldly things so it s not a big deal,neutral
735,i feel the reader will get confused with because it bounces and uses references from its earliest time period which is like the dawn of time till now,neutral
736,i giggle nervously when i feel threatened,neutral
737,i wanted it to feel special for all the guests that alise and jeremy chose,neutral
738,i am thrilled for a lot of these things i feel petrified,neutral
739,i am happy with the news comeback i am feeling agitated with some fangirls,happiness
740,im feeling reluctant to change anything because it is all working so well,neutral
741,i feel that the father wants to tell you that he is pleased with you,relief
742,i do like hearing about ministries that reach out to people that need it but one concern i have is that they may feel pressured to except jesus into their hearts by accepting care from the ministries,worry
743,ive been feeling a bit pressured because theres so little time left for two books,neutral
744,i feel wonderful monroe said upon the launch of her company im incorporated,neutral
745,i made an appointment with a friend to drink coffee togehter however,neutral
746,i dont know if you guys can relate but i always like to feel welcomed and see a smiling face when im having a spa treatment,neutral
747,i am feeling like it might look just a little suspicious if i go home and dont meet with him,neutral
748,i feel vaguely frustrated with the extent that thoughts about cycling invade the space in my mind,neutral
749,i can feel the cold of winter,neutral
750,i feel eager to tell my parents,enthusiasm
751,ive always been feeling restless and dissatisfied with our relationship,neutral
752,i never feel ecstatic or bouncy or anxious,neutral
753,i feel uncertain about everything,neutral
754,i hope that one day i feel some sort of divine inspiration and motivation and that these fasts will come easy for me but for now they are on my back burner something i hope to focus on after i am done having and raising children,neutral
755,im feeling generous enough to give the rest of my supporters ebooks too,neutral
756,i watch hgtv and i feel like im not that talented,neutral
757,i will tell you honestly that children generally can be very trying for me but when it comes to being a support to help them overcome circumstances and rise above it i feel my experience in that field is valuable and beneficial,neutral
758,i do feel irritated at times because he tried to hold me and stuff ill push away or not throw temper and shout at him,neutral
759,i did wake up this morning feeling more like myself so after days of sloth i was keen to get geared up and head to higher altitudes,neutral
760,i feel as though my own snowglobe is being shaken and im still flying through the air,neutral
761,i did not care much about the number of viewers and the viewer ratings before but as the drama iris gained huge success i began to feel greedy about being successful,neutral
762,i started feeling shaky hungry,neutral
763,i still feel incredibly frustrated by it,neutral
764,im feeling more vulnerable writing about this than i do writing about my melt downs mishaps and toddler challenges,neutral
765,i feel eager and anxious and antsy in regards to it,enthusiasm
766,i feel infuriated every time that the christmas season draws near,neutral
